price,is_cust_build,grade,view,waterfront,bedrooms,bathrooms,floors,sqft_living15,sqft_above,has_basement,years_since_renovated,condition
215000.0,0,7,0.0,0.0,2,2.25,2.0,1950,1610,0,0.0,4
335000.0,0,7,0.0,0.0,2,1.75,2.0,1030,765,1,0.0,3
243500.0,0,7,0.0,0.0,4,2.5,2.0,1980,1980,0,0.0,3
1100000.0,0,10,0.0,0.0,5,2.75,2.0,2520,3520,0,0.0,4
153000.0,0,7,0.0,0.0,3,1.0,1.0,1350,1200,0,0.0,3
430000.0,0,8,0.0,0.0,3,1.5,1.0,1570,1290,1,0.0,3
700000.0,0,8,0.0,0.0,3,1.5,1.0,1570,1290,1,0.0,3
905000.0,0,7,0.0,0.0,4,2.5,1.0,1950,2390,1,29.0,3
247500.0,0,7,0.0,0.0,3,1.75,1.0,1750,1960,0,0.0,3
199000.0,0,7,0.0,0.0,4,1.5,1.0,1160,1160,0,0.0,4
314000.0,0,7,0.0,0.0,3,1.75,1.0,1650,1210,1,0.0,5
437500.0,0,9,2.0,0.0,3,2.5,2.0,2550,2320,0,0.0,3
850830.0,0,9,0.0,0.0,3,2.5,1.5,2200,1270,1,0.0,5
555000.0,0,7,0.0,0.0,3,2.0,1.5,1610,1440,1,0.0,4
699950.0,0,8,0.0,0.0,3,2.25,2.0,2570,2190,0,0.0,4
1090000.0,0,8,0.0,0.0,3,2.5,2.0,2370,2920,0,10.0,3
290000.0,0,7,0.0,0.0,3,1.0,1.0,1640,1210,0,0.0,3
375000.0,0,8,0.0,0.0,3,2.5,1.0,2250,1460,1,0.0,4
460000.0,0,7,0.0,0.0,3,1.0,1.5,1240,1170,1,0.0,4
188500.0,0,8,0.0,0.0,2,1.75,1.0,1270,1240,0,0.0,4
680000.0,0,10,0.0,0.0,4,2.5,2.0,2990,3140,0,0.0,4
470000.0,0,7,0.0,0.0,5,1.75,2.0,2500,2030,0,0.0,4
597750.0,0,8,0.0,0.0,4,2.5,2.0,1940,2310,0,0.0,3
570000.0,0,6,0.0,0.0,3,1.75,1.0,1380,700,1,0.0,5
272500.0,0,7,0.0,0.0,3,1.75,1.0,1540,1160,0,0.0,4
329950.0,0,7,2.0,0.0,3,1.75,1.0,2090,1080,1,0.0,3
480000.0,0,9,0.0,0.0,4,2.5,2.0,2640,2520,1,0.0,3
740500.0,0,8,0.0,0.0,3,3.5,2.0,1830,2780,0,0.0,3
518500.0,0,8,0.0,0.0,3,3.5,3.0,1620,1590,0,0.0,3
205425.0,0,6,0.0,0.0,2,1.0,1.0,1190,880,0,0.0,4
171800.0,0,6,0.0,0.0,4,2.0,1.0,1880,1570,0,0.0,3
535000.0,0,7,0.0,0.0,4,1.0,1.5,1610,1610,0,0.0,4
660000.0,0,8,2.0,0.0,3,2.5,1.0,2340,1560,1,0.0,3
391500.0,0,7,0.0,0.0,3,2.0,1.0,1580,1450,0,0.0,3
395000.0,0,6,0.0,0.0,2,1.0,1.0,1710,770,0,0.0,3
445000.0,0,7,0.0,0.0,4,1.75,1.5,1850,1720,1,0.0,5
770000.0,0,9,0.0,0.0,3,2.25,2.0,2700,2910,0,0.0,3
1450000.0,0,8,0.0,0.0,4,2.75,1.5,3060,1980,1,28.0,3
445000.0,0,8,2.0,0.0,3,2.25,1.0,2660,1620,1,0.0,3
260000.0,0,8,0.0,0.0,4,2.25,1.0,2090,1360,1,0.0,3
822500.0,0,7,0.0,0.0,5,3.5,2.0,1700,1720,1,0.0,5
430000.0,0,7,0.0,0.0,4,2.5,2.0,1970,2070,0,0.0,3
212000.0,0,7,0.0,0.0,3,1.75,1.0,1420,1060,0,0.0,4
660500.0,0,8,0.0,0.0,4,2.25,1.0,2060,1440,1,0.0,3
784000.0,0,9,0.0,0.0,3,3.5,1.5,2480,2460,1,0.0,3
453246.0,0,8,0.0,0.0,3,2.5,2.0,1690,1390,1,0.0,3
675000.0,0,9,0.0,0.0,4,3.5,3.0,1540,2140,0,0.0,3
199000.0,0,7,0.0,0.0,3,1.75,1.0,1550,1320,0,0.0,4
220000.0,0,7,0.0,0.0,4,1.75,1.0,1750,1010,1,0.0,3
452000.0,0,8,0.0,0.0,4,2.25,1.0,1550,1340,1,0.0,4
382500.0,0,6,0.0,0.0,2,1.0,1.0,1060,1190,0,0.0,3
519950.0,0,8,0.0,0.0,3,2.25,3.0,1350,1170,0,0.0,3
665000.0,0,7,0.0,0.0,2,1.0,1.0,1170,1110,0,0.0,3
527700.0,0,8,0.0,0.0,5,2.5,1.0,2820,1550,1,0.0,4
205000.0,0,7,0.0,0.0,3,1.0,1.0,1610,1010,1,0.0,4
420000.0,0,7,0.0,0.0,3,1.0,1.0,1560,940,1,0.0,4
500000.0,0,8,0.0,0.0,4,2.25,1.0,2230,1380,1,0.0,4
921500.0,0,9,0.0,0.0,4,2.5,2.0,2840,3670,0,0.0,4
890000.0,0,8,0.0,0.0,4,1.0,2.0,2200,2370,1,0.0,3
430000.0,0,7,0.0,0.0,2,2.5,2.0,1940,2420,0,0.0,3
258000.0,0,8,0.0,0.0,5,2.0,1.0,1360,1130,1,0.0,4
511000.0,0,7,0.0,0.0,3,1.0,1.0,1450,980,1,0.0,3
532170.0,0,8,0.0,0.0,3,2.0,2.0,1500,1360,0,0.0,3
560000.0,0,7,0.0,0.0,3,1.0,1.5,1420,1110,0,0.0,3
282950.0,0,7,0.0,0.0,3,1.0,1.0,1680,1250,0,0.0,4
350000.0,0,7,0.0,0.0,1,1.0,1.0,1010,700,0,0.0,3
215000.0,0,7,0.0,0.0,3,1.0,1.0,1190,1180,0,0.0,4
650000.0,0,9,0.0,0.0,5,3.5,2.0,2640,2500,1,0.0,3
320000.0,0,8,0.0,0.0,4,2.75,1.0,1980,1620,1,0.0,3
247000.0,0,7,0.0,0.0,3,2.0,1.5,1160,1270,0,7.0,3
320000.0,0,8,0.0,0.0,4,1.75,1.0,1730,1760,0,0.0,4
255000.0,0,7,0.0,0.0,5,2.25,1.0,1010,1030,1,0.0,3
438000.0,0,7,0.0,0.0,3,1.75,1.0,1200,1780,0,0.0,3
900000.0,0,10,0.0,0.0,3,2.5,2.0,3400,3400,0,0.0,3
441000.0,0,7,0.0,0.0,3,2.75,1.0,1710,1160,1,0.0,3
420000.0,0,7,0.0,0.0,3,2.0,1.0,2110,1010,1,0.0,4
370000.0,0,7,0.0,0.0,3,1.75,1.0,1640,1180,1,0.0,3
807100.0,0,9,0.0,0.0,4,2.5,2.0,2920,2680,0,0.0,3
653000.0,0,8,0.0,0.0,3,2.5,1.0,2480,1610,1,0.0,4
371500.0,0,7,0.0,0.0,3,2.0,1.0,1770,1370,0,0.0,5
284000.0,0,7,0.0,0.0,3,1.75,1.0,1070,1560,0,0.0,3
272000.0,0,7,0.0,0.0,3,1.75,1.0,1930,1670,1,0.0,4
313000.0,0,7,0.0,0.0,3,1.5,1.5,1480,1340,0,0.0,3
917500.0,0,10,0.0,0.0,4,2.5,2.0,3740,2570,1,0.0,3
673000.0,0,8,0.0,0.0,4,2.25,2.0,2260,2590,0,0.0,4
425000.0,0,8,0.0,0.0,3,2.5,2.0,1590,820,1,0.0,3
399950.0,0,7,0.0,0.0,5,2.75,1.0,1280,1320,1,0.0,3
385000.0,0,6,0.0,0.0,3,1.0,1.0,1200,1220,0,0.0,3
269950.0,0,7,2.0,0.0,3,1.5,1.0,1950,1320,1,0.0,4
330000.0,0,7,0.0,0.0,2,1.0,1.0,1540,1060,1,0.0,3
260000.0,0,7,0.0,0.0,3,2.5,2.0,1670,1670,0,0.0,3
470000.0,0,7,0.0,0.0,4,3.0,1.5,1410,1680,1,0.0,4
589000.0,0,7,0.0,0.0,4,3.0,2.0,2290,2440,0,0.0,5
163500.0,0,7,0.0,0.0,2,1.5,2.0,1050,1050,0,0.0,3
835000.0,0,9,0.0,0.0,4,2.75,2.0,2260,2140,1,0.0,3
1100000.0,0,10,2.0,0.0,5,3.0,1.0,2540,2090,1,0.0,4
269000.0,0,8,0.0,0.0,4,1.75,1.0,2190,1100,1,0.0,4
560000.0,0,8,0.0,0.0,3,2.5,2.0,2030,1900,0,0.0,3
615000.0,0,6,0.0,0.0,4,1.0,1.5,1330,1330,0,0.0,4
585188.0,0,8,0.0,0.0,3,2.25,1.0,2230,1430,1,0.0,3
305000.0,0,7,0.0,0.0,3,1.75,1.0,1540,1220,1,0.0,3
166950.0,0,6,0.0,0.0,3,1.0,1.0,1230,1190,0,0.0,3
799000.0,0,8,0.0,0.0,3,2.5,1.0,2680,2140,0,0.0,4
400000.0,0,7,0.0,0.0,3,2.5,1.0,1900,1420,1,0.0,4
230000.0,0,7,0.0,0.0,3,1.0,1.0,1570,1060,0,0.0,3
256883.0,0,8,0.0,0.0,3,2.5,2.0,2550,1690,0,0.0,3
423000.0,0,7,0.0,0.0,4,2.0,1.5,1500,1130,1,0.0,5
465000.0,0,8,0.0,0.0,3,2.5,2.0,1750,2150,0,0.0,3
440000.0,0,7,0.0,0.0,3,2.5,2.0,2330,1910,0,0.0,3
385000.0,0,7,0.0,0.0,3,1.75,1.0,1560,1350,0,0.0,4
210000.0,0,6,0.0,0.0,3,1.0,1.0,1300,860,0,0.0,4
297000.0,0,8,0.0,0.0,3,2.5,2.0,2030,1940,0,0.0,3
470000.0,0,7,0.0,0.0,3,1.0,1.0,1680,1010,0,0.0,3
226500.0,0,7,0.0,0.0,3,1.5,1.0,1430,900,1,0.0,4
274250.0,0,6,0.0,0.0,3,1.0,1.0,1400,910,0,0.0,4
840000.0,0,9,0.0,0.0,4,1.75,1.0,2770,1630,1,0.0,4
677900.0,0,8,0.0,0.0,3,2.5,2.0,2750,2440,0,0.0,3
425000.0,0,7,0.0,0.0,3,1.0,1.0,1290,1010,0,0.0,3
180250.0,0,6,0.0,0.0,2,0.75,1.0,1250,900,0,0.0,3
464000.0,0,7,0.0,0.0,6,3.0,2.0,1560,1600,1,26.0,3
320000.0,0,8,0.0,0.0,4,2.25,2.0,1630,1550,0,0.0,3
625504.0,0,8,0.0,0.0,3,2.25,2.0,1160,1060,1,0.0,3
592500.0,0,9,0.0,0.0,4,2.5,1.0,2520,2240,0,0.0,3
465000.0,0,9,0.0,0.0,3,2.5,2.0,2590,2714,0,0.0,3
477000.0,0,8,0.0,0.0,4,2.75,2.0,2130,1720,0,0.0,3
280000.0,0,6,0.0,0.0,2,1.0,1.0,1100,850,0,0.0,3
1510000.0,0,9,3.0,0.0,5,3.0,1.0,3836,1870,1,29.0,3
445838.0,0,8,0.0,0.0,3,2.5,2.0,1320,2250,0,0.0,3
1070000.0,0,8,3.0,0.0,2,2.25,1.0,2580,1950,1,0.0,3
467000.0,0,8,0.0,0.0,2,1.5,1.0,2120,1320,0,0.0,4
686000.0,0,10,0.0,0.0,4,2.5,2.0,3070,2760,0,0.0,3
279950.0,0,7,0.0,0.0,3,2.0,1.0,1900,1350,1,0.0,3
527000.0,0,8,0.0,0.0,4,2.25,2.0,1910,2330,0,0.0,3
325000.0,0,8,0.0,0.0,3,2.25,1.0,2080,1780,1,0.0,4
328000.0,0,7,0.0,0.0,3,2.25,2.0,2020,2020,0,0.0,3
390000.0,0,7,0.0,0.0,3,2.25,1.0,1280,1250,0,0.0,5
479950.0,0,8,0.0,0.0,2,2.0,1.0,1640,1510,0,0.0,3
264950.0,0,7,0.0,0.0,4,2.25,1.0,1510,1120,1,0.0,4
235000.0,0,7,0.0,0.0,3,1.0,1.0,1960,980,1,0.0,4
516500.0,0,7,0.0,0.0,3,2.5,2.0,2250,1480,0,0.0,3
655000.0,0,7,4.0,1.0,2,1.75,2.0,2030,1230,1,42.0,3
500000.0,0,7,0.0,0.0,4,2.75,1.0,2280,2280,0,0.0,5
315000.0,0,8,0.0,0.0,6,2.75,1.0,2120,1780,1,0.0,3
213000.0,0,6,0.0,0.0,2,1.0,1.0,1150,1000,0,0.0,3
475000.0,0,7,0.0,0.0,3,1.5,1.5,2090,1620,1,0.0,5
1030000.0,0,10,0.0,0.0,5,4.0,2.0,3430,3760,0,0.0,3
416000.0,0,7,0.0,0.0,3,2.0,1.0,2070,1640,1,0.0,5
410000.0,0,7,0.0,0.0,4,1.0,1.5,1510,1670,1,15.0,3
800000.0,0,10,0.0,0.0,3,3.5,2.0,2920,3530,1,0.0,3
472000.0,0,9,2.0,0.0,6,2.5,1.0,2600,2350,1,0.0,4
225000.0,0,7,0.0,0.0,3,1.75,1.0,1190,1430,0,0.0,4
210000.0,0,6,0.0,0.0,2,1.0,1.0,830,830,0,0.0,3
455000.0,0,7,0.0,0.0,2,1.0,1.5,1450,1430,0,0.0,2
225000.0,0,6,0.0,0.0,3,1.0,1.0,1260,1300,0,0.0,4
480000.0,0,7,2.0,0.0,2,1.0,1.0,1390,790,1,0.0,4
363000.0,0,9,0.0,0.0,3,2.5,2.0,2570,2740,0,0.0,3
181000.0,0,6,0.0,0.0,2,1.5,1.0,1150,720,0,0.0,3
250000.0,0,7,0.0,0.0,4,2.0,1.0,2010,2010,0,0.0,4
481000.0,0,6,0.0,0.0,3,1.75,1.0,1390,770,1,0.0,4
260000.0,0,7,0.0,0.0,3,2.0,1.0,1750,1240,1,0.0,4
455000.0,0,9,0.0,0.0,4,2.5,2.0,3060,3360,0,0.0,3
415000.0,0,8,0.0,0.0,3,2.25,2.0,1730,1510,0,0.0,3
349500.0,0,7,0.0,0.0,3,1.0,1.0,1620,800,1,0.0,3
245000.0,0,7,0.0,0.0,3,2.5,2.0,1630,1730,0,0.0,3
592500.0,0,7,2.0,0.0,2,2.0,1.5,1420,1420,0,0.0,5
385000.0,0,7,0.0,0.0,4,1.75,1.0,1910,1180,1,0.0,4
315000.0,0,7,0.0,0.0,3,1.75,1.0,1550,1200,1,0.0,4
255000.0,0,7,0.0,0.0,3,1.0,1.0,1380,1230,0,0.0,3
693000.0,0,8,0.0,0.0,4,2.5,2.0,2990,2460,0,0.0,3
780000.0,0,8,0.0,0.0,3,1.0,1.5,1660,1460,1,0.0,3
237000.0,0,7,0.0,0.0,3,1.75,1.0,1600,1270,0,0.0,4
525000.0,0,10,0.0,0.0,3,2.25,2.0,2380,1320,1,0.0,3
290000.0,0,7,0.0,0.0,4,2.5,2.0,1950,1700,0,0.0,4
285000.0,0,7,0.0,0.0,3,1.0,1.0,1130,1120,0,0.0,3
415000.0,0,7,0.0,0.0,2,1.0,1.0,1320,1070,0,0.0,3
272500.0,0,8,0.0,0.0,3,2.5,1.0,2070,1420,1,0.0,3
436000.0,0,7,0.0,0.0,2,1.0,1.0,1440,1040,0,0.0,4
210000.0,0,7,0.0,0.0,3,1.0,1.0,1350,1700,0,0.0,4
236000.0,0,7,0.0,0.0,3,1.0,1.0,1320,1300,0,0.0,3
331000.0,0,7,0.0,0.0,3,1.75,1.0,1440,580,1,17.0,3
365000.0,0,8,0.0,0.0,3,2.5,2.0,2653,2653,0,0.0,3
450000.0,0,8,0.0,0.0,3,2.0,1.0,1660,2290,0,0.0,5
770000.0,0,9,0.0,0.0,4,2.75,2.0,1860,2850,1,0.0,3
455000.0,0,8,0.0,0.0,4,2.5,1.0,2670,2210,0,0.0,3
405000.0,0,6,0.0,0.0,3,1.75,1.0,2020,1240,1,0.0,3
304900.0,0,7,0.0,0.0,4,1.75,1.0,1720,1610,1,0.0,4
170000.0,0,6,0.0,0.0,2,1.0,1.0,1650,860,0,0.0,3
780000.0,0,9,0.0,0.0,4,2.5,2.0,3920,3500,0,0.0,3
330000.0,0,8,0.0,0.0,3,3.0,1.0,2570,1740,1,0.0,4
370000.0,0,9,0.0,0.0,4,2.5,2.0,2410,2720,0,0.0,3
467000.0,0,7,0.0,0.0,5,2.25,1.0,2300,1850,1,0.0,3
405000.0,0,7,0.0,0.0,3,1.75,1.0,1670,1140,1,0.0,3
675000.0,0,8,0.0,0.0,5,2.25,1.0,2310,1450,1,0.0,3
500000.0,0,7,0.0,0.0,2,1.0,1.0,1520,1140,1,0.0,4
389999.0,0,7,0.0,0.0,4,2.5,2.0,2410,1890,0,0.0,4
630000.0,0,8,2.0,0.0,4,1.75,1.0,2120,1780,1,0.0,4
360000.0,0,9,0.0,0.0,4,2.5,2.0,2280,2160,0,0.0,3
580000.0,0,8,0.0,0.0,4,3.0,2.0,2320,2270,1,0.0,3
550000.0,0,8,3.0,0.0,3,2.0,2.0,2390,1270,1,0.0,5
879000.0,0,10,0.0,0.0,4,2.5,2.0,3150,3360,0,0.0,3
265000.0,0,7,0.0,0.0,3,2.0,1.0,1740,1320,0,0.0,3
446500.0,0,8,0.0,0.0,3,2.5,2.0,2400,2650,0,0.0,3
404000.0,0,7,0.0,0.0,3,1.5,1.0,2140,1330,1,0.0,3
267500.0,0,7,2.0,0.0,3,1.75,1.0,1630,1090,1,0.0,3
335000.0,0,8,0.0,0.0,3,2.5,2.0,2510,2440,0,0.0,3
576000.0,0,7,0.0,0.0,3,2.5,1.0,2190,970,1,0.0,4
208633.0,0,8,0.0,0.0,3,2.5,2.0,2370,2040,0,0.0,3
315000.0,0,7,0.0,0.0,3,2.25,1.0,1460,1120,1,0.0,4
725000.0,0,8,0.0,0.0,3,1.75,1.0,1740,960,1,0.0,4
550000.0,0,8,0.0,0.0,4,2.75,1.0,1800,1400,1,0.0,4
610750.0,0,8,0.0,0.0,4,2.25,2.0,2250,2180,0,0.0,3
550700.0,0,6,0.0,0.0,2,1.0,1.5,1460,1010,0,0.0,4
665000.0,0,8,0.0,0.0,4,2.75,2.0,2720,2220,0,0.0,5
834000.0,0,8,2.0,0.0,4,2.5,1.5,2440,1980,1,0.0,5
201000.0,0,6,0.0,0.0,5,1.75,1.5,1660,1660,0,0.0,3
305000.0,0,8,0.0,0.0,4,2.25,1.0,2150,1350,1,0.0,3
487000.0,0,8,0.0,0.0,3,2.0,1.0,1570,1720,1,0.0,5
390000.0,0,8,0.0,0.0,3,2.5,1.0,2350,1930,0,0.0,4
548000.0,0,7,0.0,0.0,2,1.0,1.0,1570,1170,1,0.0,4
268750.0,0,6,0.0,0.0,4,1.0,1.0,1310,800,0,0.0,3
819900.0,0,9,0.0,0.0,5,2.75,2.0,1560,3150,0,0.0,3
520000.0,0,8,0.0,0.0,3,2.25,2.0,2660,2030,0,0.0,3
230000.0,0,7,0.0,0.0,3,2.0,1.0,1520,1450,0,0.0,3
240000.0,0,7,0.0,0.0,3,1.75,1.0,1510,1510,0,0.0,3
232000.0,0,6,0.0,0.0,2,1.0,1.0,1820,960,1,36.0,3
240500.0,0,6,0.0,0.0,2,1.0,1.0,1820,960,1,36.0,3
274975.0,0,9,0.0,0.0,3,2.5,2.0,3080,3030,0,0.0,3
740000.0,0,9,0.0,0.0,4,2.0,1.5,2320,2050,0,0.0,4
186375.0,0,7,0.0,0.0,3,1.0,1.0,1150,1000,0,0.0,2
790000.0,0,9,0.0,0.0,3,2.25,1.0,2500,1590,1,0.0,4
880000.0,0,9,0.0,0.0,4,3.5,2.0,2370,1890,1,18.0,3
279000.0,0,7,0.0,0.0,6,1.75,2.0,1590,2240,0,0.0,4
295000.0,0,8,2.0,0.0,3,2.0,1.0,1910,1810,0,0.0,3
640000.0,0,7,0.0,0.0,2,1.0,1.0,1710,1070,0,0.0,3
940000.0,0,9,0.0,0.0,4,2.0,2.0,2770,2490,0,0.0,5
260000.0,0,7,0.0,0.0,4,2.5,2.0,1800,1960,0,0.0,3
559900.0,0,9,0.0,0.0,3,2.75,1.0,2580,1860,1,0.0,3
791500.0,0,7,0.0,0.0,4,2.0,1.5,1820,1510,0,0.0,5
265000.0,0,7,0.0,0.0,3,1.75,1.0,1740,1420,0,0.0,3
245000.0,0,7,0.0,0.0,3,1.75,1.0,880,1740,0,0.0,3
485000.0,0,7,0.0,0.0,4,1.75,2.0,2560,2560,0,0.0,4
684000.0,0,9,0.0,0.0,4,3.5,2.0,3470,2420,1,0.0,3
425000.0,0,8,0.0,0.0,3,1.75,1.0,1580,1300,1,0.0,3
309600.0,0,6,0.0,0.0,4,1.75,1.0,1660,1275,0,0.0,4
552250.0,0,8,0.0,0.0,4,2.5,2.0,2380,2580,0,0.0,3
165000.0,0,6,0.0,0.0,4,1.0,1.0,1020,1000,0,0.0,3
239900.0,0,6,0.0,0.0,4,1.0,1.0,1020,1000,0,0.0,3
320000.0,0,6,0.0,0.0,2,1.0,1.0,1360,1070,0,0.0,4
206600.0,0,7,0.0,0.0,3,2.0,1.0,1720,1390,0,0.0,4
387000.0,0,7,0.0,0.0,4,1.75,1.0,2040,1250,1,0.0,3
855000.0,0,9,0.0,0.0,4,2.75,2.0,2610,2270,0,0.0,3
315000.0,0,7,0.0,0.0,3,1.0,1.0,1940,1300,1,0.0,4
437500.0,0,7,2.0,0.0,2,1.0,1.0,1930,790,1,0.0,5
252000.0,0,7,0.0,0.0,4,1.5,1.0,1640,1050,1,0.0,4
375000.0,0,7,0.0,0.0,4,1.75,1.0,1600,1100,1,0.0,5
