,id
642,4140090320
643,9385200045
644,7852180340
645,1545804340
646,2490200320
647,2218000335
648,922049078
649,2586800270
650,4338800370
651,7214700350
652,3226200105
653,2324039036
654,7849202231
655,5196410260
656,3760500116
657,2985800030
658,259900160
659,708000030
660,192460310
661,9412200260
662,1062100116
663,6798100662
664,1775920350
665,2525500260
666,6145600041
667,3300701615
668,5151600340
669,7613700521
670,2710600045
671,5101405124
672,6067910030
673,1959701890
674,1402200340
675,3558900070
676,7846700310
677,3348401740
678,3013300288
679,7852070060
680,5029450160
681,3526069070
682,5104540240
683,3438500486
684,5102400105
685,2346200030
686,1321710030
687,7853290030
688,1566100400
689,1775800800
690,9133600075
691,5450900060
692,1402600700
693,8024200350
694,3121500340
695,7697870860
696,7527200030
697,2013200390
698,766500030
699,6664000030
700,9349900105
701,1895000045
702,6205500030
703,7011200260
704,41000454
705,7203600550
706,9477200560
707,4022907770
708,5231000060
709,6055000310
710,3216900060
711,7967200060
712,8077210350
713,7203000640
714,2988000070
715,3832200070
716,3670500710
717,8820903380
718,8820903380
719,4233400400
720,3793500550
721,6431000270
722,2225059214
723,7694800270
724,2171400197
725,2473400340
726,3530490070
727,1932300075
728,2525000510
729,1853000510
730,1742800060
731,2723089104
732,2619950350
733,4021100045
734,731500200
735,2591820310
736,3626039299
737,9346980140
738,6613000140
739,8159610060
740,7830800339
741,1588600045
742,826069046
743,1771000890
744,3300701170
745,7340500270
746,9277200111
747,293720140
748,579003610
749,1138020200
750,3432500200
751,1563102435
752,3959400710
753,8682300890
754,4385700765
755,5149300200
756,9323600060
757,9273200140
758,9542300320
759,770000045
760,6979900390
761,6379500159
762,826079094
763,8856940060
764,2972300060
765,3575200070
766,8146100270
767,8648200030
768,208500160
769,1196003428
770,5104450990
771,3343901234
772,226039214
773,1623300160
774,2205500575
775,4040800810
776,2612000390
777,3814400125
778,7300400060
779,1954700695
780,7230200340
781,3191000240
782,1139000069
783,5693500270
784,686500030
785,8731901940
786,2688100071
787,2423069155
788,2329500260
789,2608300030
790,1494300060
791,7504101230
792,8081020370
793,1446800511
794,1623049062
795,6145601000
796,205000520
797,3885805935
798,7852020640
799,6838800140
800,4083305445
801,7855801610
802,7940700260
803,8854100350
804,4365200860
805,3904980030
806,7843500070
807,6067900060
808,7202340960
809,1786640070
810,259600260
811,7234600903
812,4307350200
813,3276930400
814,4045100075
815,1421069208
816,4057300200
817,1922059135
818,5014600240
819,1565900070
820,3121059033
821,6799300270
822,2021200370
823,726049190
824,726049190
825,4006000251
826,3362400640
827,1610000016
828,7376300060
829,7300200550
830,2061100570
831,8856890200
832,8731951670
833,4037200075
834,5066400483
835,4167300310
836,8682262400
837,8682262400
838,6777800160
839,1402950550
840,2843200070
841,6450303785
842,9429500045
843,1443300140
844,108000127
845,1081300200
846,8818900060
847,3395050060
848,7197350070
849,9510900270
850,3905081070
851,2322069114
852,5637500070
853,4164100160
854,4136890260
855,3056800160
856,3654800200
857,2296500036
858,623069068
859,1865820370
860,1723049033
861,2359300030
862,6403310060
863,1937300270
864,4137050060
865,2310000240
866,3955900830
867,8665050060
868,3330500875
869,3327020400
870,1250700060
871,4039300400
872,6665800060
873,7504110030
874,7805450810
875,8802400416
876,6204400270
877,9536602080
878,3826000070
879,5101405335
880,2349300060
881,7749500370
882,2436701200
883,7871500070
884,3323500030
885,2110200036
886,510002519
887,1387300070
888,9465910070
889,2324800070
890,1962200435
891,8562890700
892,3298700946
893,880000189
894,643500030
895,8566100200
896,4298100240
897,3275780030
898,8648220270
899,1923000160
900,7574910860
901,2296500136
902,3278600710
903,2460700260
904,3188100400
905,9406520830
906,3387900390
907,1596600024
908,7625701891
909,3224800075
910,7526800200
911,3329530200
912,2115200125
913,6623400135
914,103000116
915,2768301525
916,739980260
917,4302200695
918,1431700370
919,7524000030
920,4046500320
921,4325000125
922,3456000160
923,9297301580
924,2465400036
925,5412200270
926,1109000390
927,8730000270
928,7937600830
929,3395070640
930,8663280160
931,6151800624
932,8594400370
933,2301400640
934,4441300240
935,7714000070
936,3432500486
937,5466420030
938,1324079046
939,2768301715
940,3332000135
941,65000400
942,8820901670
943,8712100575
944,6116500341
945,4167300030
946,2925059135
947,7708300140
948,4139430340
949,3812400070
950,9455200445
951,6203000160
952,7517500611
953,8691300860
954,5489200435
955,510002065
956,252000400
957,7279300070
958,8113101670
959,7578200310
960,7715800570
961,6852700478
962,1917300260
963,4298100070
964,1842000140
965,5462100240
966,8651520510
967,3578110200
968,7555210340
969,2313900510
970,2009001600
971,1455100116
972,3629790160
973,1778350070
974,1703050200
975,5469700570
976,100600860
977,421049116
978,3205200640
979,8899200570
980,1777500160
981,7853340860
982,1862400132
983,6380500135
984,9528104108
985,2571910160
986,316000160
987,2695600505
988,3904910320
989,4100000140
990,3226049270
991,1455600030
992,5559600140
993,5147600105
994,7437100570
995,8856004730
996,3856902996
997,1442800370
998,8001400340
999,3131200640
1000,984000710
1001,4167300350
1002,2826049282
1003,8946750030
1004,461004720
1005,7852090810
1006,9264960340
1007,1624079104
1008,4310700570
1009,1254200075
1010,7214820030
1011,865100055
1012,686201000
1013,342000570
1014,5476200160
1015,7199320570
1016,6414100560
1017,1623049214
1018,2379300340
1019,7701990560
1020,2025700860
1021,8562500200
1022,8143100350
1023,37000335
1024,1862900350
1025,1498302774
1026,2224700136
1027,7697920160
1028,1370804430
1029,2267000160
1030,5700004028
1031,8682231170
1032,3353400860
1033,2424059035
1034,2021201000
1035,3919000030
1036,789000550
1037,5104511040
1038,7215722010
1039,16000435
1040,7197300105
1041,2877101031
1042,2892600016
1043,2423020270
1044,1825079070
1045,5255710160
1046,723069135
1047,2024059094
1048,7613700860
1049,2771101200
1050,7625704510
1051,1762600260
1052,2553300030
1053,5309101200
1054,5416300240
1055,3756600240
1056,8127700445
1057,9421500070
1058,9477710160
1059,1795500240
1060,7203220260
1061,3524039204
1062,5706200060
1063,7283900012
1064,809001070
1065,3340401535
1066,1607100139
1067,8699800060
1068,524069037
1069,6072600200
1070,5144000036
1071,7855300200
1072,2485000202
1073,9209900270
1074,6099400030
1075,9368700223
1076,1782000160
1077,269001360
1078,390100060
1079,7888400560
1080,7567600045
1081,7764200030
1082,9828202545
1083,6114600030
1084,9834200885
1085,9834200885
1086,3509600070
1087,2473002080
1088,1081300370
1089,11501160
1090,7202330370
1091,7000100631
1092,2484200171
1093,9477201040
1094,7202290160
1095,4366700140
1096,5457300478
1097,9158100116
1098,7227500830
1099,7237500390
1100,2197600451
1101,3278604400
1102,1788700160
1103,3276930270
1104,7374600060
1105,2505500030
1106,2770604942
1107,7831800505
1108,5416510060
1109,4137010260
1110,7683800200
1111,1509500160
1112,3904940200
1113,4037200295
1114,7258200055
1115,9178600560
1116,255520260
1117,751000060
1118,3343900326
1119,7137900320
1120,2641800060
1121,293760310
1122,7237501180
1123,5332200550
1124,3450300240
1125,9352900695
1126,3324069070
1127,8062900070
1128,8062900070
1129,4427100030
1130,4039100400
1131,2171400126
1132,7135520810
1133,2475201180
1134,4024100951
1135,6021502830
1136,7710100083
1137,2781270550
1138,200510060
1139,9554200105
1140,3320000810
1141,643500060
1142,2537500140
1143,5112800421
1144,3352402236
1145,3905100520
1146,6332940070
1147,809002435
1148,3797000295
1149,1775801260
1150,4055701200
1151,7137960030
1152,7880010060
1153,3797001920
1154,3901100055
1155,8069000075
1156,1541700240
1157,6064800710
1158,1865810060
1159,7533800295
1160,5415300060
1161,3876100320
1162,1247600105
1163,3705900238
1164,3876200070
1165,4388000140
1166,3523029041
1167,3110800260
1168,3131201290
1169,1117200390
1170,8956000350
1171,7853210140
1172,3250500140
1173,2767601375
1174,9465910320
1175,3334000055
1176,7893800335
1177,3586500700
1178,3630180400
1179,3210950510
1180,1224069074
1181,7625700935
1182,7856610200
1183,7287100135
1184,1023059324
1185,6398000171
1186,6149700350
1187,9558020890
1188,2624049185
1189,236400260
1190,3826000560
1191,7011201245
1192,9222400510
1193,9455200570
1194,2112700030
1195,8658300260
1196,3996900160
1197,5561400340
1198,11900140
1199,6071600340
1200,1231000510
1201,1231000510
1202,7683800192
1203,4123400340
1204,5458300685
1205,194000505
1206,3885804305
1207,3971700560
1208,8585400135
1209,8691500990
1210,2770606685
1211,8856971000
1212,1026049082
1213,2095800400
1214,7852030240
1215,6321000045
1216,3751600030
1217,4046500510
1218,8029520240
1219,7016310030
1220,1238500451
1221,4401150070
1222,3331000070
1223,2636900126
1224,1842900030
1225,1761300310
1226,5249800729
1227,5104511600
1228,8663370060
1229,613400030
1230,6004510240
1231,1450100070
1232,6117501820
1233,6117501820
1234,5420300240
1235,4140900140
1236,1630700135
1237,5166700055
1238,3224600310
1239,7227802030
1240,226059078
1241,1796100140
1242,5309100140
1243,8658300510
1244,8691300060
1245,9103000393
1246,8682281170
1247,472000055
1248,2473400570
1249,3449500135
1250,1926049355
1251,8650000070
1252,8732131200
1253,1624079051
1254,993001629
1255,3832711040
1256,5244801230
1257,2798600240
1258,5701800030
1259,7636800041
1260,3904901200
1261,4109600055
1262,3339400349
1263,7202340370
1264,9477500060
1265,4310701600
1266,2215450060
1267,2919702075
1268,8079030350
1269,7893804340
1270,4389200765
1271,1822069116
1272,7276100282
1273,567000392
1274,5729200030
1275,8682220390
1276,9828700200
1277,7852180560
1278,3655400060
1279,7955030060
1280,8964800445
1281,6204410200
1282,7625702400
1283,5113200310
1284,7893802800
1285,2473003210
1286,1402600570
1287,8944460030
1288,2473480560
1289,3365900465
1290,5341600030
1291,6073500160
1292,2025760160
1293,9393700140
1294,5458800125
1295,2492200435
1296,3759500046
1297,8648220260
1298,6392001670
1299,2026049155
1300,2329800240
1301,3380900125
1302,1324079041
1303,8682230550
1304,853400240
1305,2130702075
1306,3260810260
1307,2878600200
1308,7298040310
1309,766000240
1310,3459700340
1311,2473251180
1312,2407900200
1313,7558700030
1314,203600140
1315,4037800140
1316,1683600240
1317,1962200036
1318,1775800510
1319,1822350070
1320,7772400160
1321,273900030
1322,3323069084
1323,4337000160
1324,9126100550
1325,5101405274
1326,4232400860
1327,2723069082
1328,7436500270
1329,5153200030
1330,4022900125
1331,7841300505
1332,573000685
1333,8961990160
1334,1250202255
1335,7234600796
1336,3630180340
1337,5104450070
1338,9477100060
1339,4139440830
1340,6772200055
1341,8731982190
1342,6300000335
1343,9301300751
1344,9542100135
1345,8691410700
1346,217500135
1347,3731800055
1348,7234600786
1349,2423059104
1350,1823039205
1351,2423020260
1352,2695600070
1353,6844703240
1354,3904940070
1355,1939130070
1356,5589300370
1357,3526039116
1358,6821600390
1359,1925069082
1360,8100400160
1361,5556300102
1362,7222000393
1363,9407001860
1364,9468200140
1365,3295950240
1366,3905000340
1367,3374300070
1368,7812800310
1369,7015200685
1370,3521069051
1371,8032700140
1372,6117500320
1373,7305300045
1374,922069139
1375,84000335
1376,9232400055
1377,1453600202
1378,3904910520
1379,5469300270
1380,8681660060
1381,3902300350
1382,6392003490
1383,3342700465
1384,2592210160
1385,616000160
1386,1687000270
1387,4102000075
1388,8078460550
1389,2710600070
1390,37000435
1391,5100401414
1392,5631500254
1393,8567300140
1394,98000060
1395,2205500400
1396,1726069084
1397,8682291840
1398,5003600240
1399,5636000400
1400,3298700125
1401,7880000060
1402,7811200310
1403,5255690160
1404,869700320
1405,6052401631
1406,5089700260
1407,9473200105
1408,6678900140
1409,9552700550
1410,2171400218
1411,9122001231
1412,6639900012
1413,8151601090
1414,6664900260
1415,7663700030
1416,952000055
1417,4292300024
1418,8073000550
1419,9238450160
1420,6127600036
1421,1370801331
1422,3500100226
1423,319500570
1424,3751604974
1425,7852030320
1426,2481630070
1427,4299000030
1428,3886902590
1429,9178601000
1430,2861100030
1431,9471200370
1432,625049286
1433,133000135
1434,7214700830
1435,4473400045
1436,9413600350
1437,1138010520
1438,7431500341
1439,8830400135
1440,5694000710
1441,1951820070
1442,6137500320
1443,6703100070
1444,339350070
1445,7399300860
1446,8907500070
1447,8651430560
1448,2228900270
1449,2228900270
1450,6880200030
1451,7227501170
1452,7504460200
1453,1559900200
1454,546000400
1455,1596600060
1456,6021501920
1457,3275860270
1458,5457300703
1459,2919700885
1460,1951500030
1461,9550200310
1462,3630120700
1463,3630120700
1464,6370000070
1465,7935000125
1466,3034200058
1467,2856102336
1468,2523039239
1469,5452800310
1470,2724069070
1471,6690500320
1472,2413301070
1473,1562100030
1474,7941140070
1475,1703050520
1476,2412600030
1477,5266300140
1478,11520030
1479,7202290140
1480,8161010060
1481,8562900710
1482,8888000055
1483,3395800295
1484,5557320030
1485,2909300640
1486,5202500030
1487,5561300640
1488,3449900030
1489,952003435
1490,6204200340
1491,1737100830
1492,2207200520
1493,3818400060
1494,9264960560
1495,6362900172
1496,9272200810
1497,3629160060
1498,4324200060
1499,3830620710
1500,3276900030
1501,4058800830
1502,6202600070
1503,8581200030
1504,2771601940
1505,2214800270
1506,7312000240
1507,8562890560
1508,4136930310
1509,1328330350
1510,5255690060
1511,402000260
1512,7787110060
1513,8651580310
1514,3705000060
1515,7525410060
1516,3295700060
1517,8121500060
1518,3728800320
1519,6003501535
1520,2621750340
1521,3445000274
1522,3288200030
1523,4188000640
1524,2558730070
1525,7923500060
1526,8016300030
1527,3629920830
1528,4054510270
1529,2864600105
1530,8165500830
1531,4395600060
1532,4444800045
1533,1115300270
1534,5363200200
1535,6067900640
1536,4279200060
1537,3425059222
1538,5253300397
1539,1769600204
1540,1176001195
1541,1239400570
1542,6071600270
1543,1311100520
1544,1402200070
1545,1419700270
1546,5126900310
1547,8816400885
1548,5412100550
1549,7203000465
1550,1862900160
1551,984220240
1552,4458800060
1553,1138000160
1554,9406520550
1555,7852160070
1556,7214700160
1557,2483700160
1558,1972201820
1559,9477000060
1560,7932000041
1561,1231000520
1562,7522500070
1563,4215250310
1564,5560000070
1565,1545804460
1566,9510970310
1567,98030160
1568,7853300070
1569,934300140
1570,1245001820
1571,1974200060
1572,7300410060
1573,1939110310
1574,7888000390
1575,7888000390
1576,1529300435
1577,2960900045
1578,3959400135
1579,7972600765
1580,7214810550
1581,3271801090
1582,8964800370
1583,8019200030
1584,2954400400
1585,3013301525
1586,3303100075
1587,2004100075
1588,4221270340
1589,7177300575
1590,1471630350
1591,1250203335
1592,8815400105
1593,5315100737
1594,3333002440
1595,2130702205
1596,2159900060
1597,194000575
1598,1531000140
1599,2125049139
1600,3623500135
1601,7805460310
1602,3021059244
1603,925049360
1604,3286800260
1605,4137010240
1606,9368700341
1607,3832310350
1608,324000350
1609,9407101840
1610,1422300140
1611,6127011000
1612,2624049117
1613,3295750550
1614,7960100260
1615,7625700012
1616,5418200295
1617,7454000295
1618,8100000060
1619,1310500550
1620,9485950310
1621,4213910030
1622,1223089083
1623,2143700861
1624,5016003230
1625,1338801019
1626,3592500565
1627,6414600070
1628,8645500160
1629,8651520240
1630,9408300310
1631,4202400135
1632,7129300935
1633,8143000310
1634,6082400152
1635,6838000520
1636,4023500118
1637,8952900204
1638,7922800320
1639,9542000030
1640,3787000140
1641,646910030
1642,5515600075
1643,1377300135
1644,5469501940
1645,9276200890
1646,6385910260
1647,5101402482
1648,9353300140
1649,5379801600
1650,6082400260
1651,2025079033
1652,6181430800
1653,3649100473
1654,2011400791
1655,7549802030
1656,1898200030
1657,567000672
1658,9126101740
1659,5127001600
1660,1925069121
1661,7511210310
1662,65000260
1663,6372000060
1664,2005300140
1665,5649600435
1666,2249500059
1667,1773100510
1668,9521100960
1669,1785500132
1670,8645530060
1671,7697920060
1672,9550202010
1673,1821059264
1674,5700003985
1675,2320069248
1676,2658000335
1677,1702901557
1678,1774220350
1679,7355700171
1680,3971701922
1681,3583300135
1682,9542000075
1683,4055700955
1684,4022902505
1685,8680100030
1686,2923039017
1687,2767604247
1688,5631500505
1689,3356406510
1690,7701990700
1691,8835200800
1692,8902500118
1693,2822079012
1694,9485950060
1695,424069264
1696,3581000340
1697,7625704005
1698,1545803240
1699,8080400045
1700,8651402920
1701,3121069036
1702,2540800390
1703,7978800621
1704,1336300445
1705,6159400060
1706,9510930350
1707,5535600520
1708,7634800070
1709,8581200350
1710,6190701146
1711,522059299
1712,1513800036
1713,6699930550
1714,9839300875
1715,2493200435
1716,226039282
1717,1020069017
1718,5450900140
1719,8093800200
1720,3205000310
1721,7230000350
1722,1066600045
1723,2822069078
1724,8731900340
1725,5088500310
1726,1823059205
1727,225039082
1728,5021900140
1729,7883603750
1730,8081500060
1731,8099900260
1732,913000340
1733,2115200160
1734,5095600310
1735,5402100045
1736,2258500049
1737,626100023
1738,4309720160
1739,1843100070
1740,4307350520
1741,5561401260
1742,2883200966
1743,7214800240
1744,3629920860
1745,1320069179
1746,9424400200
1747,3500100189
1748,2787720140
1749,3856904740
1750,254000445
1751,6821101837
1752,5608000700
1753,7784400060
1754,3295610350
1755,3260570260
1756,1592000260
1757,8670000060
1758,8113600004
1759,235000075
1760,1951700700
1761,1832100030
1762,8565000030
1763,2473350710
1764,9521101221
1765,6152900273
1766,2721600125
1767,1180002378
1768,625059051
1769,2113700060
1770,7016100570
1771,2944500710
1772,1549500370
1773,7211340030
1774,2473480520
1775,1722059326
1776,9414100030
1777,8911000030
1778,2264500890
1779,2481630200
1780,7299500200
1781,8598900125
1782,7504010560
1783,8732130140
1784,2492200335
1785,2770606602
1786,7211400990
1787,7148700160
1788,984220370
1789,2600000510
1790,7123400045
1791,3751602329
1792,6819100310
1793,2925079012
1794,7202430060
1795,185000118
1796,1139000685
1797,5312100060
1798,3356404330
1799,7805460030
1800,1705400055
1801,3303980520
1802,2538410140
1803,3810000860
1804,8079100370
1805,2025770560
1806,225069017
1807,1138010510
1808,4358700135
1809,4327100045
1810,6804600550
1811,5634500251
1812,3125079062
1813,3629920140
1814,6844703410
1815,1337300070
1816,9290900160
1817,2251500270
1818,414100295
1819,1771110640
1820,808300550
1821,4322500055
1822,3810000565
1823,461002025
1824,8559900140
1825,8899210320
1826,952002765
1827,7101100055
1828,3013300510
1829,1623300765
1830,9322800260
1831,6141600140
1832,9315300260
1833,7015200335
1834,1545806510
1835,8643200055
1836,7855000550
1837,1313500070
1838,290000055
1839,4139460200
1840,3931900295
1841,7365600070
1842,9274200320
1843,8856920260
1844,4083306175
1845,7588700204
1846,3271800295
1847,6052400575
1848,7861300140
1849,6117501176
1850,2592400140
1851,7135300046
1852,8665900295
1853,6699000810
1854,5104510240
1855,7856700990
1856,8682300640
1857,6918700320
1858,9560700055
1859,3013300055
1860,9201000320
1861,9151600695
1862,2143700830
1863,2143700830
1864,2591020140
1865,6414600262
1866,1387301360
1867,5561400260
1868,7942601805
1869,1887500045
1870,5505700055
1871,3886902505
1872,6703100135
1873,1552520070
1874,8163300320
1875,1853081000
1876,4403600240
1877,3885803625
1878,869700370
1879,4307301160
1880,2402100575
1881,4307350990
1882,2873000260
1883,795001600
1884,98030140
1885,5409800140
1886,9253900354
1887,3319500922
1888,3404700041
1889,2314300200
1890,9265700045
1891,3528000260
1892,3066120030
1893,4278900055
1894,9512000140
